TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
2021-10-13,19.5,29.3,23.8,74.0,5.8,11.4,2.62,101.0,1.59,ERA5
2021-10-14,19.5,30.4,24.1,76.0,1.5,11.3,3.32,92.0,1.75,ERA5
2021-10-15,19.1,29.8,23.8,78.0,2.4,11.2,4.52,129.0,1.6,ERA5
2021-10-16,19.5,30.4,24.2,76.0,4.7,11.5,2.33,85.0,1.45,ERA5
2021-10-17,19.0,30.2,23.7,82.0,18.7,10.3,2.72,107.0,1.5,ERA5
2021-10-18,19.4,26.6,22.7,86.0,9.8,6.9,2.47,282.0,1.14,ERA5
2021-10-19,18.5,28.4,22.5,82.0,6.7,10.2,3.13,63.0,1.57,ERA5
2021-10-20,18.5,28.2,23.4,79.0,0.8,9.6,2.91,93.0,1.51,ERA5
2021-10-21,19.1,28.8,22.8,82.0,4.9,10.0,2.79,95.0,1.75,ERA5
2021-10-22,19.6,28.6,23.2,81.0,3.2,10.9,3.1,94.0,1.68,ERA5
2021-10-23,18.0,29.9,23.4,78.0,2.2,11.3,2.44,91.0,1.6,ERA5
2021-10-24,19.0,30.0,23.7,77.0,2.0,11.0,2.37,96.0,1.42,ERA5
2021-10-25,18.8,27.8,22.5,83.0,6.6,8.5,2.93,69.0,1.64,ERA5
2021-10-26,17.5,29.5,22.6,82.0,6.0,8.9,2.7,94.0,1.52,ERA5
2021-10-27,18.6,28.4,22.4,86.0,22.6,6.5,2.33,115.0,1.4,ERA5
2021-10-28,20.1,28.1,23.0,83.0,8.2,8.5,3.4,120.0,1.35,ERA5
2021-10-29,18.3,29.5,22.5,85.0,17.6,7.5,2.92,90.0,1.39,ERA5
2021-10-30,18.6,26.8,22.9,82.0,2.0,8.9,4.31,113.0,1.39,ERA5
2021-10-31,19.0,29.2,22.9,85.0,22.9,8.0,3.57,163.0,1.21,ERA5
2021-11-01,19.7,26.5,22.3,87.0,28.8,7.0,2.19,198.0,1.19,ERA5
2021-11-02,20.4,27.9,22.7,84.0,21.3,7.3,2.75,75.0,1.45,ERA5
2021-11-03,19.3,27.6,22.9,84.0,24.5,9.5,2.91,138.0,1.27,ERA5
2021-11-04,18.5,28.4,22.6,86.0,15.0,10.1,2.38,99.0,1.28,ERA5
2021-11-05,19.0,25.9,22.4,87.0,13.1,4.2,2.0,152.0,1.22,ERA5
2021-11-06,20.2,27.9,23.4,86.0,9.3,5.2,2.41,203.0,0.98,ERA5
2021-11-07,19.5,27.8,22.5,88.0,44.3,7.1,3.01,288.0,1.47,ERA5
2021-11-08,19.8,28.7,22.9,81.0,5.0,7.1,2.87,76.0,1.39,ERA5
2021-11-09,18.2,28.0,22.4,89.0,27.4,7.5,4.97,246.0,1.22,ERA5
2021-11-10,20.1,24.2,21.7,90.0,19.6,1.1,2.69,75.0,1.19,ERA5
2021-11-11,19.5,25.0,22.0,85.0,2.0,1.4,2.1,338.0,1.36,ERA5
2021-11-12,19.8,25.9,22.1,83.0,3.7,2.7,1.81,20.0,1.25,ERA5
2021-11-13,18.5,28.1,22.6,84.0,6.4,5.3,3.96,126.0,1.44,ERA5
2021-11-14,20.0,25.1,22.0,89.0,18.5,2.0,1.79,58.0,0.97,ERA5
2021-11-15,20.5,25.5,22.3,87.0,17.9,2.4,3.0,284.0,1.35,ERA5
2021-11-16,20.1,27.5,22.8,84.0,8.4,5.7,2.97,309.0,1.32,ERA5
2021-11-17,20.5,27.5,23.3,84.0,10.5,8.6,2.66,251.0,1.17,ERA5
2021-11-18,20.5,27.5,22.9,85.0,13.4,7.1,3.18,249.0,1.13,ERA5
2021-11-19,19.5,25.4,21.8,89.0,24.1,3.8,2.26,301.0,1.22,ERA5
2021-11-20,20.0,27.4,23.3,78.0,0.0,6.6,2.77,284.0,1.5,ERA5
2021-11-21,19.5,28.5,23.4,80.0,3.1,9.3,3.48,303.0,1.68,ERA5
2021-11-22,20.0,26.6,23.1,85.0,3.0,7.2,3.47,305.0,2.14,ERA5
2021-11-23,20.4,25.5,22.3,87.0,3.8,5.1,3.77,323.0,2.39,ERA5
2021-11-24,20.5,27.7,23.3,77.0,0.3,8.7,2.97,309.0,1.96,ERA5
2021-11-25,19.0,28.1,23.4,71.0,6.1,9.6,3.9,297.0,1.58,ERA5
2021-11-26,19.9,26.6,22.6,83.0,8.7,7.3,3.2,352.0,1.27,ERA5
2021-11-27,20.1,28.6,22.5,83.0,17.3,7.3,3.81,319.0,2.05,ERA5
2021-11-28,19.5,26.9,21.7,87.0,17.0,5.0,4.11,326.0,1.95,ERA5
2021-11-29,17.9,28.5,22.8,78.0,0.5,12.0,3.97,224.0,1.53,ERA5
2021-11-30,20.3,27.1,22.4,86.0,31.6,8.3,3.51,209.0,1.18,ERA5
2021-12-01,20.0,27.8,23.1,81.0,11.7,10.0,3.21,305.0,1.44,ERA5
2021-12-02,19.0,29.0,23.9,73.0,1.4,12.0,4.07,312.0,2.01,ERA5
2021-12-03,20.5,26.9,23.6,79.0,1.5,9.7,3.14,313.0,1.75,ERA5
2021-12-04,20.7,24.0,21.7,88.0,9.4,0.6,3.94,320.0,2.5,ERA5
2021-12-05,19.1,25.5,22.0,85.0,6.1,5.0,3.44,308.0,1.88,ERA5
2021-12-06,20.8,26.3,22.8,81.0,5.4,9.2,3.67,291.0,1.9,ERA5
2021-12-07,20.4,23.5,21.8,90.0,8.4,1.4,3.61,288.0,2.3,ERA5
2021-12-08,20.6,27.5,23.4,82.0,2.2,11.7,4.23,286.0,1.85,ERA5
2021-12-09,18.3,27.2,22.7,87.0,4.0,9.8,2.86,262.0,1.22,ERA5
2021-12-10,19.8,26.7,22.7,86.0,4.1,9.2,3.7,275.0,1.59,ERA5
2021-12-11,19.8,26.0,22.3,85.0,0.4,7.2,3.4,322.0,1.31,ERA5
2021-12-12,19.3,26.7,22.4,84.0,4.3,8.0,2.6,345.0,1.24,ERA5
2021-12-13,17.5,26.9,22.8,83.0,0.0,10.8,2.31,165.0,1.19,ERA5
2021-12-14,18.4,27.0,22.9,83.0,0.3,10.4,3.45,90.0,1.23,ERA5
2021-12-15,18.7,28.8,23.3,81.0,0.6,9.0,2.2,117.0,1.17,ERA5
2021-12-16,19.5,27.5,22.6,87.0,7.0,7.7,3.22,111.0,1.43,ERA5
2021-12-17,19.2,25.9,22.3,89.0,20.0,6.0,2.5,293.0,1.3,ERA5
2021-12-18,20.4,26.1,22.9,86.0,23.4,3.1,1.9,33.0,0.91,ERA5
2021-12-19,19.4,27.6,22.9,84.0,9.1,10.2,2.62,116.0,1.58,ERA5
2021-12-20,18.9,27.5,22.3,88.0,15.3,4.0,2.55,125.0,1.33,ERA5
2021-12-21,19.9,25.3,22.4,88.0,9.4,1.5,1.82,137.0,1.03,ERA5
2021-12-22,18.9,27.2,22.5,86.0,33.7,6.3,3.31,229.0,1.26,ERA5
2021-12-23,19.9,27.1,22.3,87.0,16.3,6.0,3.21,256.0,1.17,ERA5
2021-12-24,20.1,26.2,22.5,84.0,3.0,9.8,3.81,307.0,1.9,ERA5
2021-12-25,19.4,26.4,22.6,82.0,3.5,7.6,3.74,311.0,1.78,ERA5
2021-12-26,19.5,27.6,23.0,84.0,2.9,10.8,4.21,292.0,1.85,ERA5
2021-12-27,19.6,27.0,22.8,84.0,2.0,7.7,4.01,260.0,1.45,ERA5
2021-12-28,18.1,26.5,22.2,87.0,4.1,8.6,3.62,279.0,1.62,ERA5
2021-12-29,19.5,26.2,22.5,85.0,0.3,6.8,3.13,225.0,1.44,ERA5
2021-12-30,19.4,26.9,22.7,82.0,0.5,6.4,3.01,303.0,1.34,ERA5
2021-12-31,17.7,26.8,22.1,83.0,0.3,8.6,3.59,317.0,1.86,ERA5
2022-01-01,18.9,26.6,22.6,79.0,0.4,10.9,4.55,322.0,2.11,ERA5
2022-01-02,18.4,27.8,23.0,77.0,0.5,8.9,2.95,311.0,1.06,ERA5
2022-01-03,19.9,28.4,23.5,75.0,0.0,12.0,2.48,233.0,1.28,ERA5
2022-01-04,16.0,27.8,22.3,80.0,0.0,12.0,3.83,196.0,1.68,ERA5
2022-01-05,17.6,28.0,22.9,82.0,4.2,11.0,3.91,263.0,1.68,ERA5
2022-01-06,19.3,27.5,22.5,85.0,3.8,9.5,3.47,334.0,1.49,ERA5
2022-01-07,19.4,26.5,22.2,83.0,8.7,7.3,3.36,355.0,1.46,ERA5
2022-01-08,20.0,26.8,22.6,79.0,3.5,8.0,3.38,267.0,1.18,ERA5
2022-01-09,18.1,27.1,22.4,82.0,0.3,9.7,4.0,312.0,2.09,ERA5
2022-01-10,18.0,27.3,22.5,84.0,9.0,9.4,2.79,289.0,1.58,ERA5
2022-01-11,20.2,26.0,22.0,88.0,15.0,7.0,4.78,312.0,2.44,ERA5
2022-01-12,20.4,25.9,22.2,86.0,10.8,6.8,5.22,290.0,2.47,ERA5
2022-01-13,19.9,25.8,22.2,86.0,2.6,7.9,4.35,286.0,2.13,ERA5
2022-01-14,18.5,24.7,21.8,87.0,2.1,2.4,3.77,292.0,1.98,ERA5
2022-01-15,18.9,26.1,22.3,85.0,0.5,7.2,3.79,308.0,2.22,ERA5
2022-01-16,18.4,26.5,22.2,85.0,5.3,10.5,3.61,297.0,2.16,ERA5
2022-01-17,17.6,27.3,22.5,85.0,3.3,10.7,4.2,301.0,1.92,ERA5
2022-01-18,19.5,25.4,22.3,86.0,1.1,10.0,4.2,296.0,2.38,ERA5
2022-01-19,20.4,25.5,22.5,85.0,1.3,11.7,4.65,297.0,2.73,ERA5
2022-01-20,20.4,22.0,21.0,90.0,19.4,0.3,4.19,323.0,2.92,ERA5
2022-01-21,18.5,27.2,22.1,81.0,3.8,10.8,4.83,304.0,2.23,ERA5
2022-01-22,19.0,25.8,22.1,86.0,10.6,8.7,3.91,297.0,1.98,ERA5
2022-01-23,19.4,28.0,23.1,80.0,1.0,8.9,4.3,313.0,2.22,ERA5
2022-01-24,19.0,29.1,23.5,76.0,1.2,12.0,5.27,311.0,2.7,ERA5
2022-01-25,19.6,27.2,23.0,82.0,0.6,12.0,5.32,310.0,2.73,ERA5
2022-01-26,19.9,26.5,23.0,84.0,1.6,12.0,4.97,301.0,2.62,ERA5
2022-01-27,19.1,26.6,22.6,83.0,2.9,10.1,4.01,301.0,2.04,ERA5
2022-01-28,19.1,27.3,22.8,79.0,0.6,11.9,5.31,304.0,2.46,ERA5
2022-01-29,19.0,28.1,23.2,79.0,0.0,7.9,3.4,293.0,1.79,ERA5
2022-01-30,18.0,28.8,23.0,82.0,1.2,9.9,3.81,300.0,1.84,ERA5
2022-01-31,20.9,27.0,23.0,82.0,2.7,7.5,3.32,292.0,1.79,ERA5
2022-02-01,19.4,28.5,23.1,81.0,2.2,8.7,3.71,285.0,1.65,ERA5
2022-02-02,20.5,27.0,22.8,87.0,5.0,2.6,3.18,255.0,1.17,ERA5
2022-02-03,18.5,27.4,22.8,84.0,12.5,9.3,3.31,277.0,1.32,ERA5
2022-02-04,19.4,27.0,22.6,85.0,6.0,8.6,3.21,287.0,1.36,ERA5
2022-02-05,19.0,24.6,21.7,87.0,9.2,6.0,4.02,309.0,2.19,ERA5
2022-02-06,18.8,25.7,22.0,86.0,9.9,7.1,5.24,301.0,2.86,ERA5
2022-02-07,20.4,26.8,22.7,84.0,1.7,6.5,4.48,284.0,2.11,ERA5
2022-02-08,18.4,26.8,22.7,83.0,3.5,11.2,4.59,294.0,1.94,ERA5
2022-02-09,19.4,27.2,22.3,83.0,17.5,7.4,3.58,307.0,2.36,ERA5
2022-02-10,19.9,24.8,22.2,82.0,0.2,0.1,3.98,316.0,2.62,ERA5
2022-02-11,18.7,27.3,22.8,76.0,0.6,11.0,3.94,314.0,2.31,ERA5
2022-02-12,19.5,25.5,22.5,79.0,0.7,1.2,2.75,306.0,1.87,ERA5
2022-02-13,20.2,26.2,22.4,84.0,5.2,6.5,4.1,298.0,1.99,ERA5
2022-02-14,19.2,27.0,22.6,76.0,2.9,8.7,2.97,330.0,1.57,ERA5
2022-02-15,20.1,26.5,22.8,78.0,2.7,5.5,2.64,90.0,1.55,ERA5
2022-02-16,18.9,27.2,22.2,85.0,21.4,9.1,2.77,107.0,1.7,ERA5
2022-02-17,18.4,26.5,22.0,87.0,19.8,8.7,2.7,143.0,1.28,ERA5
2022-02-18,19.8,26.5,22.0,88.0,10.3,3.4,2.78,80.0,1.24,ERA5
2022-02-19,18.9,27.2,22.4,84.0,19.0,9.6,3.05,258.0,1.41,ERA5
2022-02-20,20.0,25.2,22.4,86.0,1.1,3.5,2.33,160.0,1.4,ERA5
2022-02-21,20.0,27.5,23.2,79.0,0.4,5.6,3.65,287.0,1.57,ERA5
2022-02-22,18.9,28.6,22.9,77.0,1.0,11.5,4.98,308.0,2.27,ERA5
2022-02-23,17.9,26.9,21.8,82.0,3.4,7.0,4.2,319.0,2.3,ERA5
2022-02-24,19.2,27.1,22.8,75.0,0.1,4.3,3.7,322.0,2.26,ERA5
2022-02-25,18.5,25.8,22.5,77.0,2.1,9.7,4.24,313.0,2.58,ERA5
2022-02-26,18.8,26.2,22.4,78.0,8.1,7.6,4.32,310.0,2.73,ERA5
2022-02-27,20.6,26.4,22.7,80.0,0.9,8.7,6.49,305.0,4.08,ERA5
2022-02-28,20.5,25.2,22.4,83.0,1.1,5.4,5.54,311.0,3.98,ERA5
2022-03-01,19.8,25.5,22.5,83.0,0.0,5.2,5.52,317.0,3.47,ERA5
2022-03-02,19.2,28.2,23.1,78.0,1.9,8.8,4.92,320.0,2.46,ERA5
2022-03-03,18.7,26.5,22.2,85.0,1.1,7.8,4.12,299.0,1.62,ERA5
2022-03-04,18.5,27.1,22.7,84.0,9.9,9.0,3.41,307.0,1.74,ERA5
2022-03-05,20.4,26.0,22.4,83.0,19.3,5.3,4.34,324.0,2.21,ERA5
2022-03-06,19.8,26.5,22.1,81.0,3.3,4.3,3.69,335.0,2.07,ERA5
2022-03-07,19.6,26.6,22.6,84.0,3.3,2.4,3.1,2.0,1.21,ERA5
2022-03-08,18.7,27.1,22.4,84.0,2.6,7.2,3.07,88.0,1.61,ERA5
2022-03-09,17.9,28.0,22.8,84.0,4.8,8.1,2.69,117.0,1.31,ERA5
2022-03-10,18.5,27.8,22.5,87.0,6.1,7.6,3.08,210.0,1.25,ERA5
2022-03-11,19.5,27.0,22.3,87.0,11.0,8.2,4.14,313.0,1.73,ERA5
2022-03-12,20.5,27.2,22.8,85.0,9.5,8.0,4.23,312.0,2.48,ERA5
2022-03-13,18.8,27.4,23.1,84.0,4.3,9.4,2.83,282.0,1.52,ERA5
2022-03-14,19.3,28.5,23.2,84.0,3.2,7.3,2.98,107.0,1.4,ERA5
2022-03-15,18.9,23.2,21.2,91.0,18.6,0.6,2.09,77.0,1.4,ERA5
2022-03-16,18.9,27.7,22.8,85.0,12.0,11.1,2.15,110.0,1.43,ERA5
2022-03-17,17.8,27.6,22.8,86.0,1.8,11.6,2.05,152.0,1.32,ERA5
2022-03-18,19.9,27.2,22.9,87.0,23.1,11.7,2.9,159.0,1.41,ERA5
2022-03-19,19.5,27.5,22.6,83.0,5.8,10.2,2.92,323.0,1.49,ERA5
2022-03-20,19.5,27.9,23.2,77.0,1.5,6.6,3.53,330.0,1.66,ERA5
2022-03-21,20.5,27.5,23.3,78.0,0.6,7.3,4.75,315.0,3.12,ERA5
2022-03-22,19.3,26.5,22.5,83.0,11.6,6.0,3.44,314.0,2.16,ERA5
2022-03-23,19.1,27.2,22.6,83.0,8.4,10.4,4.79,305.0,2.27,ERA5
2022-03-24,18.6,28.1,23.3,78.0,0.1,9.7,4.27,296.0,1.76,ERA5
2022-03-25,17.2,28.6,23.0,82.0,2.1,9.5,2.98,249.0,1.34,ERA5
2022-03-26,19.9,26.1,22.3,88.0,10.7,4.1,4.4,299.0,1.27,ERA5
2022-03-27,18.0,28.2,22.7,82.0,13.5,9.3,3.81,308.0,1.64,ERA5
2022-03-28,19.7,27.5,23.2,80.0,3.6,8.7,4.65,289.0,1.82,ERA5
2022-03-29,16.0,28.0,22.7,79.0,0.5,11.9,3.88,294.0,1.93,ERA5
2022-03-30,17.1,28.6,22.7,83.0,5.2,11.0,3.64,285.0,1.57,ERA5
2022-03-31,18.9,28.5,22.9,84.0,6.8,10.0,4.0,274.0,1.59,ERA5
2022-04-01,20.1,27.9,22.9,83.0,3.8,6.7,3.86,296.0,1.47,ERA5
2022-04-02,19.2,28.0,23.2,80.0,6.3,8.0,3.55,301.0,1.35,ERA5
2022-04-03,19.8,26.6,22.6,83.0,18.5,8.9,3.11,324.0,1.58,ERA5
2022-04-04,19.9,27.5,22.9,79.0,2.7,10.6,2.7,301.0,1.54,ERA5
2022-04-05,17.9,26.5,22.3,83.0,0.7,7.7,2.77,108.0,1.14,ERA5
2022-04-06,17.9,26.9,21.8,84.0,0.2,8.1,3.73,91.0,1.53,ERA5
2022-04-07,16.4,28.0,22.0,81.0,0.3,11.2,2.56,116.0,1.44,ERA5
2022-04-08,18.4,26.4,22.2,80.0,1.1,8.8,2.44,96.0,1.23,ERA5
2022-04-09,18.0,27.8,22.2,80.0,2.3,9.5,1.62,92.0,1.2,ERA5
2022-04-10,17.6,27.1,21.9,86.0,1.4,9.6,3.2,111.0,1.53,ERA5
2022-04-11,19.4,27.0,22.6,84.0,2.2,9.4,2.86,132.0,1.44,ERA5
2022-04-12,18.4,27.2,22.3,85.0,1.0,11.0,2.43,130.0,1.34,ERA5
2022-04-13,16.9,27.4,22.2,81.0,2.2,11.8,3.14,118.0,1.52,ERA5
2022-04-14,18.2,28.0,22.6,82.0,2.6,11.1,2.28,113.0,1.32,ERA5
2022-04-15,19.8,28.0,22.9,85.0,14.3,10.6,3.83,146.0,1.21,ERA5
2022-04-16,19.0,27.9,22.7,85.0,20.1,8.5,2.25,101.0,1.41,ERA5
2022-04-17,17.6,28.4,23.2,82.0,11.5,11.4,2.25,176.0,1.25,ERA5
2022-04-18,18.9,28.2,22.7,87.0,30.9,9.0,2.7,102.0,1.33,ERA5
2022-04-19,19.6,26.8,22.9,83.0,11.0,7.7,3.09,308.0,1.21,ERA5
2022-04-20,20.2,27.1,23.2,83.0,6.8,7.8,3.98,300.0,1.42,ERA5
2022-04-21,19.6,23.6,21.9,88.0,8.9,1.4,2.35,298.0,1.19,ERA5
2022-04-22,18.0,28.2,22.7,82.0,7.3,9.6,2.71,210.0,1.29,ERA5
2022-04-23,18.7,27.8,22.6,86.0,20.4,9.2,2.94,152.0,1.33,ERA5
2022-04-24,19.1,28.1,22.9,84.0,6.9,10.4,2.93,102.0,1.27,ERA5
2022-04-25,18.4,29.0,22.8,83.0,4.1,9.0,2.56,98.0,1.49,ERA5
2022-04-26,19.9,27.4,23.6,82.0,0.1,7.7,2.67,286.0,1.29,ERA5
2022-04-27,19.6,28.3,23.4,85.0,2.7,9.0,4.59,282.0,1.67,ERA5
2022-04-28,21.0,26.1,23.3,83.0,3.5,6.8,4.3,304.0,1.53,ERA5
2022-04-29,19.1,28.0,22.8,82.0,9.4,8.6,2.4,1.0,1.4,ERA5
2022-04-30,19.1,26.4,22.4,87.0,10.5,6.4,2.64,146.0,1.33,ERA5
2022-05-01,18.1,26.9,22.3,87.0,6.0,8.6,2.94,90.0,1.44,ERA5
2022-05-02,19.1,28.0,22.9,85.0,8.2,9.4,2.78,104.0,1.55,ERA5
2022-05-03,18.4,29.2,24.0,74.0,0.5,11.6,2.55,86.0,1.56,ERA5
2022-05-04,18.8,27.9,22.8,84.0,2.9,9.5,3.67,93.0,1.71,ERA5
2022-05-05,19.5,28.4,23.7,81.0,1.5,11.0,2.48,108.0,1.45,ERA5
2022-05-06,18.2,29.2,23.4,81.0,1.0,11.2,2.1,113.0,1.27,ERA5
2022-05-07,17.8,29.1,23.3,83.0,3.0,11.1,2.56,231.0,1.37,ERA5
2022-05-08,20.0,28.1,23.4,84.0,0.4,8.5,2.95,352.0,1.39,ERA5
2022-05-09,19.1,29.8,23.8,84.0,1.0,11.0,2.75,157.0,1.52,ERA5
2022-05-10,20.1,28.5,24.0,83.0,0.2,8.3,2.82,123.0,1.06,ERA5
2022-05-11,20.1,27.8,23.6,86.0,1.6,9.5,3.42,284.0,1.61,ERA5
2022-05-12,20.5,26.1,22.9,86.0,4.0,9.9,2.6,327.0,1.67,ERA5
2022-05-13,19.8,28.5,24.6,78.0,0.0,11.0,2.51,290.0,1.33,ERA5
2022-05-14,19.8,28.2,23.3,87.0,7.0,5.4,1.98,141.0,1.17,ERA5
2022-05-15,19.2,27.9,22.8,87.0,8.6,8.0,3.1,99.0,1.6,ERA5
2022-05-16,18.3,29.1,22.4,84.0,1.2,8.6,2.19,79.0,1.44,ERA5
2022-05-17,18.0,28.8,23.3,81.0,0.3,11.0,2.26,115.0,1.52,ERA5
2022-05-18,18.1,29.3,23.4,80.0,1.9,11.2,2.47,125.0,1.62,ERA5
2022-05-19,16.9,27.5,22.3,85.0,1.9,9.8,3.61,136.0,1.46,ERA5
2022-05-20,19.3,26.9,22.6,86.0,19.1,10.0,4.25,93.0,1.42,ERA5
2022-05-21,18.9,27.2,22.2,87.0,20.5,8.4,2.82,111.0,1.36,ERA5
2022-05-22,20.3,25.8,22.6,86.0,7.7,7.5,2.69,174.0,1.35,ERA5
2022-05-23,18.5,27.3,23.1,83.0,0.9,9.6,2.44,91.0,1.31,ERA5
2022-05-24,18.0,28.1,23.1,81.0,1.0,11.1,2.36,77.0,1.64,ERA5
2022-05-25,18.0,28.5,22.2,86.0,14.2,9.4,2.66,97.0,1.36,ERA5
2022-05-26,18.2,23.9,21.2,87.0,6.1,1.5,1.75,73.0,1.01,ERA5
2022-05-27,17.9,27.8,22.5,80.0,6.0,11.4,2.88,275.0,1.3,ERA5
2022-05-28,17.7,28.0,23.1,77.0,0.1,11.5,3.83,273.0,1.51,ERA5
2022-05-29,18.8,27.7,22.9,77.0,0.2,11.0,4.02,303.0,1.57,ERA5
2022-05-30,18.0,26.7,21.8,87.0,2.8,11.3,2.42,268.0,1.38,ERA5
2022-05-31,17.6,27.7,22.2,83.0,1.7,11.3,3.73,274.0,1.49,ERA5
2022-06-01,17.8,26.8,22.0,85.0,0.2,8.0,2.91,8.0,1.19,ERA5
2022-06-02,18.1,26.8,21.9,86.0,0.9,9.2,2.71,88.0,1.31,ERA5
2022-06-03,17.3,27.7,22.2,82.0,0.0,11.5,2.91,138.0,1.55,ERA5
2022-06-04,17.4,27.2,21.9,86.0,2.2,10.5,2.91,98.0,1.26,ERA5
2022-06-05,18.1,26.4,22.0,83.0,1.1,10.9,2.77,94.0,1.59,ERA5
2022-06-06,17.4,25.1,21.9,85.0,11.8,7.3,2.12,90.0,1.42,ERA5
2022-06-07,17.5,28.2,23.2,74.0,0.7,10.1,2.75,72.0,1.32,ERA5
2022-06-08,17.1,26.5,21.6,88.0,10.5,10.5,2.02,105.0,1.29,ERA5
2022-06-09,18.2,25.5,21.3,86.0,1.9,5.2,3.51,125.0,1.34,ERA5
2022-06-10,16.3,28.5,22.2,81.0,0.4,11.4,3.18,92.0,1.57,ERA5
2022-06-11,17.4,27.4,22.0,87.0,8.4,7.0,2.6,101.0,1.23,ERA5
2022-06-12,17.0,27.0,21.9,86.0,2.4,8.9,2.82,147.0,1.24,ERA5
2022-06-13,16.9,25.6,21.6,87.0,11.5,10.2,2.33,120.0,1.1,ERA5
2022-06-14,17.8,26.6,22.0,84.0,3.3,10.0,2.45,123.0,1.21,ERA5
2022-06-15,18.5,26.0,22.3,84.0,1.6,8.9,1.89,98.0,1.29,ERA5
2022-06-16,17.2,27.5,22.0,84.0,1.9,11.0,2.2,108.0,1.31,ERA5
2022-06-17,18.5,25.6,21.9,84.0,0.5,3.4,1.98,97.0,1.19,ERA5
2022-06-18,17.5,27.4,21.6,84.0,0.6,11.0,3.24,118.0,1.33,ERA5
2022-06-19,16.2,27.4,21.5,83.0,1.3,11.4,2.78,85.0,1.83,ERA5
2022-06-20,18.8,27.8,22.1,84.0,1.6,10.9,2.66,92.0,1.74,ERA5
2022-06-21,18.9,27.5,22.6,80.0,0.0,11.6,4.3,83.0,2.55,ERA5
2022-06-22,18.8,28.0,22.4,83.0,1.7,11.5,3.48,91.0,2.14,ERA5
2022-06-23,16.2,28.0,22.2,80.0,0.5,11.1,3.36,89.0,1.99,ERA5
2022-06-24,18.9,26.5,21.9,85.0,5.7,10.6,4.44,83.0,2.95,ERA5
2022-06-25,18.9,27.0,22.3,86.0,3.6,10.1,2.95,101.0,1.77,ERA5
2022-06-26,18.1,25.9,22.0,86.0,4.9,9.9,3.33,95.0,1.85,ERA5
2022-06-27,19.6,26.3,22.5,84.0,1.6,10.0,3.96,91.0,2.3,ERA5
2022-06-28,19.5,27.1,22.5,79.0,0.3,11.6,4.22,91.0,2.63,ERA5
2022-06-29,17.5,28.0,22.0,70.0,0.0,11.6,3.28,90.0,2.19,ERA5
2022-06-30,15.9,27.0,21.3,69.0,0.0,11.6,3.31,90.0,1.96,ERA5
2022-07-01,16.4,27.4,21.5,79.0,0.0,11.6,4.37,86.0,2.88,ERA5
2022-07-02,18.9,28.0,22.8,82.0,1.3,11.6,3.42,83.0,2.1,ERA5
2022-07-03,18.2,27.5,22.5,85.0,2.1,11.1,2.6,92.0,1.46,ERA5
2022-07-04,17.9,28.8,23.1,79.0,2.3,11.2,2.0,89.0,1.33,ERA5
2022-07-05,17.1,28.5,22.7,81.0,0.7,11.6,2.56,144.0,1.16,ERA5
2022-07-06,17.8,25.5,22.2,85.0,0.6,11.0,2.51,121.0,1.25,ERA5
2022-07-07,17.9,28.9,22.9,76.0,0.0,11.6,3.14,96.0,1.86,ERA5
2022-07-08,16.2,28.4,22.0,75.0,0.0,11.6,2.64,80.0,1.72,ERA5
2022-07-09,15.9,27.5,21.4,73.0,0.0,11.4,3.33,82.0,2.03,ERA5
2022-07-10,16.7,27.2,21.3,80.0,1.7,11.3,4.57,92.0,2.49,ERA5
2022-07-11,16.1,28.5,22.3,80.0,0.3,11.4,2.82,90.0,1.83,ERA5
2022-07-12,19.9,28.0,22.9,83.0,4.1,10.5,3.72,87.0,2.22,ERA5
2022-07-13,19.3,25.4,22.0,87.0,10.8,6.0,1.91,209.0,1.2,ERA5
2022-07-14,19.2,28.2,23.2,80.0,0.3,8.5,2.12,116.0,1.18,ERA5
2022-07-15,19.4,27.3,22.2,89.0,5.7,8.0,2.68,119.0,1.43,ERA5
2022-07-16,19.9,24.8,21.6,88.0,16.1,5.7,3.05,67.0,1.26,ERA5
2022-07-17,17.7,26.5,22.3,82.0,0.0,3.9,2.42,102.0,1.59,ERA5
2022-07-18,18.1,28.2,22.7,81.0,0.0,11.6,2.41,103.0,1.61,ERA5
2022-07-19,18.1,28.9,22.9,79.0,1.0,11.6,3.13,101.0,1.9,ERA5
2022-07-20,16.9,27.6,22.7,83.0,1.4,11.7,2.64,176.0,1.5,ERA5
2022-07-21,18.5,28.0,22.7,78.0,0.0,11.7,3.2,86.0,2.32,ERA5
2022-07-22,19.0,27.2,22.5,84.0,2.9,10.8,3.22,86.0,2.18,ERA5
2022-07-23,17.3,28.0,21.7,85.0,8.0,10.9,2.25,89.0,1.48,ERA5
2022-07-24,19.5,28.2,22.7,80.0,1.8,11.7,3.69,82.0,2.63,ERA5
2022-07-25,17.6,27.0,22.0,74.0,0.3,11.5,3.53,104.0,2.56,ERA5
2022-07-26,18.6,27.8,22.4,73.0,1.4,11.5,2.91,150.0,2.06,ERA5
2022-07-27,16.9,28.0,22.7,78.0,0.4,11.7,2.73,137.0,1.69,ERA5
2022-07-28,16.4,28.9,22.7,79.0,0.8,11.7,2.13,82.0,1.4,ERA5
2022-07-29,16.4,29.1,22.6,80.0,0.8,11.7,2.27,224.0,1.47,ERA5
